nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_₋,taille_adulte_₊,profondeur_habituelle_-,profondeur_habituelle₊,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,lien_fiche_doris,Unnamed: 3,label,nb_images
Glyptocephalus cynoglossus,535,La plie-cynoglosse,,113,35.0,40,50.0,150.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gnathophis mystax,495,Le congre bec fin,,100,40.0,60,50.0,800.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius ater,395,Le gobie de Belloti,,85,5.0,7,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius auratus,399,Le gobie doré,,85,6.0,7,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius buchichii,397,Le gobie moucheté,,85,8.0,9,0.5,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius cobitis,390,Le gobie à grosse tête,,85,20.0,25,0.0,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, LOUISY Patrick, KUPFER Michel in : DORIS, 18/11/2021 : Gobius cobitis Pallas, 1814",https://doris.ffessm.fr/ref/specie/1599,,61,609.0
Gobius couchi,389,Le gobie de couch,,85,8.0,9,0.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius cruentatus,394,Le gobie à bouche rouge,,85,13.0,15,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, MARAN Vincent, PICHON Bernadette, LE BRIS Sylvain in : DORIS, 11/11/2020 : Gobius cruentatus Gmelin, 1789",https://doris.ffessm.fr/ref/specie/1987,,63,350.0
Gobius fallax,398,Le gobie de sarato,,85,7.0,9,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, BODILIS Pascaline in : DORIS, 25/01/2021 : Gobius fallax Sarato, 1889",https://doris.ffessm.fr/ref/specie/3378,,65,295.0
Gobius gasteveni,393,Le gobie de Steven,,85,9.0,10,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius geniporus,396,Le gobie svelte,,85,12.0,14,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, PASTOR Jérémy in : DORIS, 16/04/2021 : Gobius geniporus Valenciennes, 1837",https://doris.ffessm.fr/ref/specie/722,,64,305.0
Gobius niger,391,Le gobie noir,,85,12.0,13,0.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, LE BRIS Sylvain, FRANCOUR Patrice in : DORIS, 11/04/2021 : Gobius niger Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/1819,,62,891.0
Gobius ophiocephalus,402,Le gobie-lote,,85,18.0,20,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius paganellus,388,Le gobie paganel,,85,8.0,10,0.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," WEBER Matthias, SITTLER Alain-Pierre, REGUIEG Aedwina, CHANET Bruno in : DORIS, 09/07/2022 : Gobius paganellus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/1181,,60,574.0
Gobius roulei,392,Le gobie de roule,,85,6.0,8,3.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius vittatus,401,Le gobie rayé,,85,4.0,5,20.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gobius xanthocephalus,400,Le gobie à tête jaune,,85,7.0,8,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," CHEVALLIER Frédérik, LE GRANCHÉ Philippe in : DORIS, 16/09/2022 : Gobius xanthocephalus Heymer & Zander, 1992",https://doris.ffessm.fr/ref/specie/674,,66,331.0
Gouania willdenowi,577,La gouanie,,124,5.0,6,0.0,1.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Grammonus ater,214,Le faufré noir,,51,8.0,10,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gymnammodytes cicerelus,166,La cicerelle de mediterranée,,41,12.0,18,1.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gymnammodytes semisquamatus,167,La cicerelle de l’Atlantique,,41,20.0,25,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gymnocanthus tricuspis,373,Le tricorne arctique,,84,15.0,30,0.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gymnothorax unicolor,503,La murène chocolat,,103,80.0,90,1.0,80.0,Vivent sur le fond,,Morsure possible,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Gymnothorax vicinus,506,La murène grise,,103,50.0,50,1.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Halobatrachus didactylus,485,Le poisson-crapaud,,95,35.0,40,5.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Helicolenus dactylopterus,368,Le sebaste chèvre,,83,30.0,40,100.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hemiramphus far,124,Le demi bec à barres noires,,28,30.0,44,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Heptranchias perlo,622,Le requin-perlon,,136,120.0,140,50.0,400.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIEUX-INGRASSIA Jean-Vincent, JEGLOT Samuel in : DORIS, 29/11/2020 : Heptranchias perlo Bonnaterre, 1788",https://doris.ffessm.fr/ref/specie/4902,,,
Herklotsichthys punctatus,11,Le hareng tacheté,,1,7.0,"8,5",0.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Heteroconger longissimus,500,Le congre jardinier,,100,40.0,50,12.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Heteropriacanthus cruentatus,255,Le beauclair de roche,,60,20.0,25,5.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hexanchus griseus,620,Le requin-griset,,136,400.0,500,80.0,1000.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DUMAS Jacques, ADER Denis, MALIET Vincent, SITTLER Alain-Pierre in : DORIS, 08/11/2020 : Hexanchus griseus (Bonnaterre, 1788)",https://doris.ffessm.fr,,,
Hexanchus nakamurai,621,Le requin-vache,,136,150.0,180,0.0,600.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hippocampus fuscus,585,L’hippocampe terne,,32,12.0,15,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hippocampus guttulatus,584,L’hippocampe moucheté,,32,10.0,12,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ADER Denis, BARRABES Michel, HUET Sylvie in : DORIS, 12/03/2022 : Hippocampus guttulatus Cuvier, 1829",https://doris.ffessm.fr/ref/specie/302,,90,586.0
Hippocampus hippocampus,587,L’hippocampe à nez court,,32,9.0,11,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BARRABES Michel, ADER Denis, LOUISY Patrick, DIDIERLAURENT Sylvie in : DORIS, 19/10/2022 : Hippocampus hippocampus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/299,,92,429.0
Hippocampus histrix,586,L’hippocampe à ramules,,32,10.0,14,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,91,782.0
Hippoglossoides platessoides,538,Le balai,,113,30.0,35,40.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hippoglossus hippoglossus,536,Le flétan,,113,150.0,180,5.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hirundichthys rondeletii,16,Le poisson volant à ailes noires,,4,25.0,30,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hirundichthys speculiger,17,Le poisson volant à ailes bordées,,4,20.0,25,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Huso huso,163,Le beluga,,40,150.0,250,70.0,120.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyperoglyphe perciformis,25,Le rouffe des epaves,,5,60.0,90,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyperoplus immaculatus,168,Le lançon jolivet,,41,25.0,30,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyperoplus lanceolatus,169,Le lançon commun,,41,30.0,35,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hypleurochilus bananensis,345,La blennie à tentacules touffus,,82,8.0,9,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyporhamphus affinis,125,Le demi bec tropical,,28,25.0,30,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyporhamphus picarti,123,Le demi bec africain,,28,14.0,18,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Hyporthodus haifensis,264,Le mérou de Haïfa,,61,70.0,80,80.0,150.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Icelus bicornis,374,Le chaboisseau bicorne,,84,10.0,16,0.0,560.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Istiophorus platypterus,127,Le voilier de l’atlantique,,30,250.0,315,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Isurus oxyrinchus,628,Le requin mako,,139,300.0,350,0.0,740.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIEUX-INGRASSIA Jean-Vincent, JEGLOT Samuel in : DORIS, 29/11/2020 : Isurus oxyrinchus Rafinesque, 1810",https://doris.ffessm.fr/ref/specie/4903,,,
Isurus paucus,629,Le petit requin taupe,,139,250.0,300,0.0,500.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Katsuwonus pelamis,108,La bonite à ventre rayé,,25,80.0,90,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Knipowitschia caucasica,448,Le gobie du caucase,,85,4.0,5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Knipowitschia longecaudata,449,Le gobie à longue queue,,85,3.0,3.7,1.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Knipowitschia panizzae,451,Le gobie de lagune,,85,3.0,3.7,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Kyphosus sectatrix,202,La calicagère blanche,,45,50.0,60,2.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Labrus bergylta,216,La vielle,,53,30.0,50,1.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PETIT DE VOIZE Patrice, LAMARE Véronique, JEGLOT Samuel in : DORIS, 09/11/2020 : Labrus bergylta Ascanius, 1767",https://doris.ffessm.fr/ref/specie/872,,14,338.0
Labrus merula,217,Le merle,,53,30.0,40,2.0,25.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 16/04/2021 : Labrus merula Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/162,,15,360.0
Labrus mixtus,219,La coquette,,53,30.0,35,15.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RITZENTHALER Sylvie, PETIT DE VOIZE Patrice, SITTLER Alain-Pierre in : DORIS, 02/10/2022 : Labrus mixtus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/501,,16,367.0
Labrus viridis,218,Le labre vert,,53,30.0,40,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lactophrys trigonus,329,Le coffre bossu,,78,30.0,45,,,près du fond,,Peau toxique,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lagocephalus lagocephalus,142,Le tétraodon lievre océanique,,35,50.0,55,0.0,30.0,loin du fond,,Toxicité/morsure,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lagocephalus spadiceus,143,Le tétraodon lièvre doré,,35,20.0,30,0.0,50.0,loin du fond,,Toxicité/morsure,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lamna nasus,627,Le requin-taupe commun,,139,250.0,280,50.0,300.0,Pleine eau,,Un cas d’attaque mortelle connu,"Pleine eau, se rencontre parfois pres des côtes",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," CHATEL Paul, GIRARD Pascal in : DORIS, 19/01/2021 : Lamna nasus Bonnaterre, 1788",https://doris.ffessm.fr/ref/specie/4905,,,
Lampetra fluviatilis,491,La lamproie fluviatile,,98,30.0,50,0.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lampris guttatus,29,Le lampris,,7,120.0,200,5.0,400.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lappanella fasciata,237,Le labre iris,,53,12.0,15,50.0,150.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lebetus guilleti,417,Le gobie nain de Guillet,,85,2.4,2.4,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lebetus scorpioides,416,Le gobie-nabot,,85,3.0,3.5,15.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepadogaster candolii,578,Le porte-ecuelle de Candolle,,124,6.0,7,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepadogaster lepadogaster,579,Le porte ecuelle de Gouan,,124,5.0,6,0.0,1.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepidopus caudatus,139,Le sabre argenté,,34,150.0,210,30.0,400.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepidorhombus boscii,547,La cardine à 4 taches,,116,30.0,35,150.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepidorhombus whiffiagonis,546,La cardine franche,,116,40.0,45,50.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lepidotrigla cavillone,465,Le grondin cavillone,,88,15.0,20,15.0,500.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Leptocharias smithii,608,L'Emissole barbue,,128,70.0,85,5.0,80.0,,,,Vis sur fonds meuble et estuaires,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Leptoclinus maculatus,527,La lompénie tachetée,,111,18.0,22,15.0,250.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lesueurigobius friesii,426,Le gobie de Fries,,85,8.0,13,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lesueurigobius heterofasciatus,429,Le gobie fascié,,85,4.4,4.4,100.0,345.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lesueurigobius sanzi,428,Le gobie de Sanzo,,85,8.0,9.5,40.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lesueurigobius suerii,427,Le gobie de Lesueur,,85,5.0,8,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lethenteron camtschaticum,492,La lamproie arctique,,98,40.0,62,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Leucoraja circularis,674,La raie circulaire,,146,90.0,120,70.0,250.0,Sur le fond,,,Sur vase et sables vaseux,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LEFEBVRE Mélody, LE GRANCHÉ Philippe, CHANET Bruno in : DORIS, 01/04/2023 : Raja microocellata Montagu",https://doris.ffessm.fr/ref/specie/5599,,,
Leucoraja fullonica,661,La raie-chardon,,146,90.0,100,100.0,400.0,Sur le fond,,,Milieux vaseux et fonds sablo-vaseux profonds. ,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Leucoraja naevus,663,La raie fleurie,,146,60.0,72,50.0,200.0,Sur le fond,,,Fonds sableux du large,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,https://doris.ffessm.fr,,,
Lichia amia,86,La liche,,20,100.0,180,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Limanda limanda,533,La limande,,113,30.0,35,20.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Liparis liparis,575,La grande limace de mer,,123,12.0,15,1.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Liparis montagui,576,La petite limace de mer,,123,8.0,10,0.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lipophrys pholis,349,Le mordocet,,82,14.0,16,0.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, ZIEMSKI Frédéric in : DORIS, 03/04/2022 : Lipophrys pholis (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/2695,,51,582.0
Lipophrys trigloides,348,La blennie trigloïde,,82,10.0,13,0.0,0.5,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lithognathus mormyrus,199,Le marbré,,44,30.0,40,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, LAMARE Véronique, PASTOR Jérémy in : DORIS, 07/08/2022 : Lithognathus mormyrus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/462,,11,529.0
Lobotes surinamensis,211,Le croupia,,48,50.0,70,0.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lophius budegassa,572,La baudroie rousse,,120,50.0,80,50.0,500.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lophius piscatorius,571,La baudroie commune,,120,120.0,150,20.0,500.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lophotus lacepede,148,Le poisson ruban licorne,,38,100.0,180,100.0,1000.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lumpenus lampretaeformis,526,La blennie-serpent,,111,35.0,50,30.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Lutjanus argentimaculatus,213,Le lutjan de mangrove,,50,70.0,80,5.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Luvarus imperialis,31,Le louvereau,,9,150.0,190,5.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Macroramphosus scolopax,306,La bécasse de mer,,71,10.0,14,50.0,150.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Macrourus berglax,301,Le grenadier gris,,67,70.0,100,100.0,1000.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Magnisudis atlantica,54,La barracudine,,17,40.0,50,200.0,800.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Makaira nigricans,128,La makaire bleu,,30,400.0,500,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mallotus villosus,52,Le capelan atlantique,,15,20.0,23,0.0,300.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
